Date,Open,High,Low,Close,Volume
3/1/2017,42.65,44.52,41.68,44.33,60722752.00
4/1/2017,44.40,47.48,44.22,46.25,73539900.00
5/1/2017,46.39,50.06,46.39,49.73,76219049.00
6/1/2017,49.93,50.85,46.35,48.40,96135434.00
7/1/2017,48.64,54.17,47.55,49.39,78812208.00
8/1/2017,49.81,50.32,46.82,49.03,77391712.00
9/1/2017,49.21,50.00,46.59,48.07,59407011.00
10/1/2017,48.20,56.14,47.52,55.26,83334078.00
11/1/2017,55.27,60.67,54.34,58.84,77165104.00
12/1/2017,58.60,59.74,56.24,58.47,57760041.00
1/1/2018,58.60,73.63,58.53,72.54,96371290.00
2/1/2018,72.25,76.44,63.30,75.62,137784020.00
3/1/2018,75.68,80.88,68.26,72.37,130400151.00
4/1/2018,70.88,81.91,67.64,78.31,129814805.00
5/1/2018,78.16,81.75,77.30,81.48,71615299.00
6/1/2018,81.85,88.16,81.75,84.99,85941510.00
7/1/2018,84.14,94.00,83.90,88.87,97629820.00
8/1/2018,89.20,101.28,88.80,100.64,96506184.00
9/1/2018,101.33,102.53,93.25,100.15,94445693.00
10/1/2018,101.10,101.66,73.82,79.90,183066578.00
11/1/2018,81.18,89.20,71.00,84.51,139117519.00
12/1/2018,88.47,88.92,65.35,75.10,154410399.00
1/1/2019,73.26,86.82,73.05,85.94,132302708.00
2/1/2019,81.94,83.65,78.34,81.99,80719634.00
3/1/2019,82.76,91.19,79.33,89.04,100832035.00
4/1/2019,90.01,97.82,89.94,96.33,81293632.00
5/1/2019,96.65,98.22,88.64,88.75,98214360.00
6/1/2019,88.00,96.76,83.60,94.68,74746589.00
7/1/2019,96.15,101.79,92.47,93.34,73190847.00
8/1/2019,93.59,94.90,87.18,88.81,79989530.00
9/1/2019,88.50,92.68,85.46,86.80,62003799.00
10/1/2019,87.30,89.94,84.25,88.83,70900366.00
11/1/2019,89.40,91.23,86.14,90.04,51727485.00
12/1/2019,90.22,95.07,86.75,92.39,67327142.00
1/1/2020,93.75,102.79,90.77,100.44,83251785.00
2/1/2020,100.53,109.30,90.56,94.19,92353091.00
3/1/2020,95.32,99.82,81.30,97.49,163293618.00
4/1/2020,96.65,123.75,94.46,123.70,123585974.00
5/1/2020,116.84,126.27,112.82,122.12,81971523.00
6/1/2020,122.40,139.80,121.86,137.94,87101967.00
7/1/2020,137.90,167.21,137.70,158.23,126084802.00
8/1/2020,159.03,174.75,153.65,172.55,82659090.00
9/1/2020,174.48,177.61,143.55,157.44,114488569.00
10/1/2020,160.40,174.81,150.95,151.81,114810895.00
11/1/2020,153.09,168.34,147.51,158.40,89913852.00
12/1/2020,159.43,167.53,153.64,162.85,76952254.00
1/1/2021,163.50,168.19,154.30,160.31,71310078.00
2/1/2021,162.12,171.70,151.84,154.65,72117840.00
3/1/2021,156.39,159.10,144.05,154.70,78204991.00
4/1/2021,155.90,177.70,155.78,173.37,76823064.00
5/1/2021,174.24,174.33,156.37,161.15,74995220.00
6/1/2021,162.17,176.24,158.61,172.01,66775465.00
7/1/2021,171.73,188.65,165.35,166.38,83736347.00
8/1/2021,167.66,173.63,158.79,173.54,62866974.00
9/1/2021,174.82,177.50,163.70,164.25,62540133.00
10/1/2021,164.45,173.95,158.81,168.62,63680713.00
11/1/2021,168.09,188.11,164.18,175.35,75816681.00
12/1/2021,177.25,177.99,165.20,166.72,64415077.00
1/1/2022,167.55,171.40,135.35,149.57,76278565.00
2/1/2022,150.00,163.83,138.33,153.56,84506715.00
3/1/2022,152.73,170.83,133.57,163.00,81429534.00
4/1/2022,164.15,168.39,121.63,124.28,73256799.00
5/1/2022,122.40,126.22,101.26,120.21,112923763.00
6/1/2022,122.26,128.99,101.43,106.21,1458569381.00
7/1/2022,106.29,137.65,105.85,134.95,1338005773.00
8/1/2022,134.96,146.57,126.74,126.77,1170523492.00
9/1/2022,126.00,136.49,112.06,113.00,1210456369.00
10/1/2022,113.58,123.00,97.66,102.44,1459511591.00
11/1/2022,103.99,104.58,85.87,96.54,2035252422.00
12/1/2022,96.99,97.23,81.69,84.00,1549193116.00
1/1/2023,85.46,103.49,81.43,103.13,1523798384.00
